,reviews,scores,compound,label
639, there are lots of companies visit the campus almost 150 to 200,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
640, and almost 900 to 1000 offers made every year by the companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
641, the highest package almost 1cr+ and the average package is 30lac+,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
642, almost 85 to 90% of students get placement offer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
643,almost everyone gets placed in the final year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
645, students who go for core jobs get place mainly in l&t and many people go for non core now a days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
646, they go for software profile,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
647,almost every student of ece tech got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
648," still, some students got nothing, but they usually go for higher studies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
651,almost every one of us got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
657, almost 80% of the students got selected in companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
660, about 50% of the students got internships in various companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
661, i don't really know about roles offered as i am a 3rd-year student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
665,", usually visit our college to hire students","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
668, the placement ranges from 20 lpa to 8 lpa for the core branches,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
669, most of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
671," this year due to pandemic, core internships were minimum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
672,more than 90% of students are placed from this branch every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
675,", companies offer placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
676, 80% of the students got their internships through cdc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
678,almost 90% of the students usually get placed from our college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
680, the average salary package offered will be around 12 lpa-20 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
682, almost 60% of the students will get internships from here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
683,about 80% of the students got placed from our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
685, about 70% of the students get internships from here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
686, some of the students get placement offers with salary packages of crores,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
687, but all these offers are provided outside india only but not in india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
688,almost 90% of the students get placed almost every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
690, around 60% of the students get an internship every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
692,around 85% of the students get placed every year from here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
693," as far as i know, the highest salary package offered was 5 crores per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
698," the highest package offered is about 25-27 lpa, and students from the chemistry department can apply for any profile in core chemical companies or for software developer, finance, business analyst, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
699,about 90% of the students are placed in my course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
700," last year, the highest package offered was about 2 crores per annum outside india, and the domestic package was about 48 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
704,almost 62% of the students got placed during the pandemic sessions,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
705," the highest salary package offered is about 21 lpa, and the average salary package offered is 10 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
709,the total batch size appearing for placements is approximately 1300 students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
710, the percentage of students who got placed in my batch is 98%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
713, the percentage of students who got internships is 90%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
715," unlimited data is provided, and you can use every software here","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
719," my course is agriculture, but all the students of my course got placed in either it or finance companies, and the rest applied for higher studies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
721," the highest salary package offered is 10 crore per annum, the minimum salary package offered is 19 lpa, and the average salary package offered is 51 crore per annum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
723, jobs offered are from the ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
725, most of the students get international offers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
726, almost 100% of students got placed from our department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
727, the packages offered vary from 22-90 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
730,", recruit students from the ece branch","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
731,almost 80-90% of the students got placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
733, the institute not only provides placements but also assists in startups if a student is inclined to the business acumen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
734,campus placement happens over a period of 2 months with many companies in different sectors of the industry visiting the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
739," morgan, adobe, uber, flipkart, amazone, jio, and many more visit every year for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
745, ubergoldman sachsschlumbergeramazonmicrosoft and many startups,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
753, placement starts from the 7th semester of btech student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
754, the average package is around 10-12 lacks per annum where maximums is 5crore,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
755, more than 200 companies including google microsoft visits to the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
756, and almost every student gets placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
758, the highest package in india is about 50lacks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
760,placement season begins in our final year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
761, the nature of companies coming to iitr is quite diverse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
764," oil and mining companies of schlumberger, shell and rio tinto, and numerous other firms","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
766, highest international package: 5 crores,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
767, highest domestic offer: 80 lakhs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
768," the placement season begins in the months of october, november, and december","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
772," some recruiters of the 2019-2021 batch are royal bank of scotland, ernst and young, deloitte, cognizant, infosys, jio-saavn, paytm","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
773, the highest package is 19 lpa for the passing batch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
774,"doms, iit roorkee has a relatively small batch size so everyone gets placed without much heck","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
775, other branches in this college are also at par the international level and other older iits,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
778,almost 89% of the students got placed in the ece department,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
779, the highest salary package offered is 54 crore per annum which is offered by an international organisation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
780, the average salary package offered in ece is 5 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
782," in 2020, a total of 400 students got internships, and in 2019 421 students got placed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
784,80% of students were placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
787, nearly 70% of students got internships with the same companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
788, the percentage of startups coming for internships is higher,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
789, most of the students go for a software development role,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
790,students who participate in placements will get placed from our college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
791," major recruiters for our college include microsoft, google and uber india","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
792," the highest salary package offered is 54 crore per annum, and the average salary offered ranges from 13 lpa-14 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
793, some students have gone to foreign countries for internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
795, the average salary package offered for the ece department is 20 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
797,almost 99% of the students get placed from our college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
798," the highest salary package offered in electronics in the past 2 years was 4 crores per annum in international, while it is around 40 lpa in domestic","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
799, most of the electronics students also get placed in software companies than hardware companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
801, above 50% of the ece students got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
802, the highest salary package offered is more than 5 crore per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
803, the average salary package offered for the ece department is around 17 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
806, the main thing is that around 15 students got a salary package of 5 crores per annum at an international level,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
811," from the past 3 years, there was almost a 100% placement rate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
812," the average salary package offered in 2019 was 5 lpa, and the highest salary package offered was 54 crores per annum, which was grabbed by 3 students","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
813," most of the students got placed in the it sector and consulting, and very few students were placed in the core field","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
815,most of the students got placed either through on-campus or off-campus placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
817, the salary package offered may vary from above 6 lpa to above 60 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
821,more than 90% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
822," many internship offers are offered to students in rbi, the ministry of finance and other international companies are also recruiting students","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
824,the maximum of 4 to 5 core companies visit here for placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
825, even it depends on whether they have projects in metallurgy in the coming years or not,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
826," some of the companies which visit here are jindal, tata steel, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
827, mostly they recruit students in alternate years and just hire 2 to 3 students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
828,", software, data science, finance and consultancy, a lot of companies are available for you depending on your gpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
830,"about 78-82% of the students got placed in our course, and it is increasing every year","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
831," this year the highest salary package offered is 40 lpa, and the average salary package offered is 13 lpa in our branch","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
833, some students also got an internship in both core and non-core companies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
836," the average salary package offered is 15 lpa, and the highest salary package offered is 80 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
838, about 100% of the students got internships and placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
839, many companies also visit our college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
841, the average salary package offered is around 12 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
842, the majority of the students get placed in software and business development profiles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
844,about 80% of the students got placed from our course last year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
847,", visited here for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
849, students have to learn some skills to get internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
851,", were offered","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
852, students got core jobs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
853,the college provides 100% on-campus placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
854, the highest package offered is 20 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
855, the average package is 10-14 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
857," 100% of students went for internships in mitacs and samsung, and also in canada as research interns","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
860," coding and tech companies offer the most salary package, and the minimum salary package offered is not less than 10 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
862,almost 80% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
863," in this course, many students go for higher studies and make a career in research and professional work","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
867, almost 60% of the students got an internship in l&t and tata steel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
871, but most of the jobs are offered to cs and it students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
873, they manage everything according to the rules and procedure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
875,many big big companies come into our college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
881, the average salary offered is 15-20lakh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
882, and the highest salary range is about 45-50 lakh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
883,more than 200 companies resister,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
884, some of the international companies also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
886, i searched the whole google wikipedia and youtube while selecting this college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
887,"after the 4th sem, the students are eligible for campus placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
890, almost 90% of students are placed on our campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
891, the highest salary was 70 lac and the average is 11-12 lacs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
892, my plan is to get a job after getting the degree,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
894," in mechanical engineering course, more than 80% of the students got placed in the previous year","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
895, the average salary package offered is 17 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
896, about 30% of the students from our course got an internship this year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
897, a high percentage of placements were in the it sector,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
898,around 8% of the students get placed from college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
900, the average salary package offered was 18 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
903," roles offered are as a software engineer, assistant product manager, and data scie","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
907," however, now they don't consider jee rank for admission","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
908,around 65% of the students got placed in the year 2015,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
911, the average salary package offered was 12 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
913," around 80% of students got internships in iocl, ntpc, software companies, cisco, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
915,almost 95% of the students who applied for campus placements got selected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
919, above-mentioned companies visited our college for an internship for 3rd-year students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
920, about 70-80% of the students from our course get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
923," so, students are a favourite of many companies and industries","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
924,over 90% of students were placed in my course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
927, over 80% of students had got an internship from my course in the above-mentioned companies itself,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
928,almost 95% of the students from our department got placed from college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
929, the highest salary package offered is 2 crores 14 lpa by microsoft and raymond,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
930, the average salary package offered was 15 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
931, most of the students went for a software engineer role,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
933, the average salary package offered in  tech branch was around 8 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
937," in domestic companies, the highest salary package offered was around 40 lpa while the international salary package offered was around 210k usd","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
939," the major roles offered were as a software engineer, ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
941," companies from various profiles  g software development,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
942," consulting, business development, core) visit during the placement season","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
945, l&t company visit our college for placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
946, none of the students applied for an internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
947,almost every student got placed within a few days from the beginning of the placement season,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
954,only iit hostels offer single rooms to every undergraduate student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
955,our cse batch has 100% placements for the last 4 years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
956," microsoft redmond, uber us, tower research capital, goldman sachs, ibm, and google","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
957, high salary packages were offered at iits,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
958, i think microsoft redmond offered highest salary package at any iit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
959, everybody got an internship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
960, about 75- 80 percent students got placed from our course,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
962, offer jobs with suitable packages,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
963, maximum package from our core branch is 20 lac per annum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
964, and also most of the students got job in coding and have done extra course preparation also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
965,around 40% of the students got placed in the biotechnology branch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
967, the average salary package offered is 9 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
968,approximately 70% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
973,"about 60% of the students from our course got placed, while others chose to study further","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
974," the highest salary package offered here is over 1 crore per annum, and the average salary package offered would be around 20 lpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
976, around 45%-65% of the students get internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
977, roles offered here vary from team head directly to manager level posts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
978,26 out of 29 students got placed with an average package of 16 lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
979," roles offered are data analyst, data scientist, sde, product manager, quant role, sales manager, marketing executive and some non-tech roles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
990, as i am from coding background we need to go through the entrance test conducted then interview,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
991, stipend differs from company to company,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
998, i have learnt a lot there that helped me in placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1001, the package ranges from 5lpa to 30lpa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1003, many of the students in our college get into more than one company also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1008, and in this college they teach programming languages for all branches equally,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1011," sports facilities are available after college hours, they even take players to ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1012,75% of students are being placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1015, out of 60 students 50 got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1017, almost 90%students are being placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1020, out of 66 students 50 are being selected for the internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1023, almost 80% of the students are being placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1026, many students got internships,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1027,almost 70% of the students got placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1031," we have coaches for volleyball, throw ball, basketball, kho-kho, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1033, almost 90% of the eligible students get placed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1035," they guide us in taking courses, tests, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
1036," they provide information about online courses, training classes, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,placements
